trace_id,index_in_trace,user_id,timestamp,timestamp_local,latitude,longitude
1,75,1,2025-01-01T12:01:15,2025-01-01T13:01:15,48.838556,2.336469
1,76,1,2025-01-01T12:01:16,2025-01-01T13:01:16,48.838358,2.336305
1,77,1,2025-01-01T12:01:17,2025-01-01T13:01:17,48.83816,2.33614
1,78,1,2025-01-01T12:01:18,2025-01-01T13:01:18,48.837962,2.335976
1,79,1,2025-01-01T12:01:19,2025-01-01T13:01:19,48.837765,2.335812
1,80,1,2025-01-01T12:01:20,2025-01-01T13:01:20,48.837567,2.335648
1,81,1,2025-01-01T12:01:21,2025-01-01T13:01:21,48.837369,2.335484
1,82,1,2025-01-01T12:01:22,2025-01-01T13:01:22,48.837171,2.335319
1,83,1,2025-01-01T12:01:23,2025-01-01T13:01:23,48.836973,2.335155
1,84,1,2025-01-01T12:01:24,2025-01-01T13:01:24,48.836775,2.334991
1,85,1,2025-01-01T12:01:25,2025-01-01T13:01:25,48.836577,2.334827
1,86,1,2025-01-01T12:01:26,2025-01-01T13:01:26,48.836379,2.334663
1,87,1,2025-01-01T12:01:27,2025-01-01T13:01:27,48.836181,2.334498
1,88,1,2025-01-01T12:01:28,2025-01-01T13:01:28,48.835983,2.334334
1,89,1,2025-01-01T12:01:29,2025-01-01T13:01:29,48.835785,2.33417
1,90,1,2025-01-01T12:01:30,2025-01-01T13:01:30,48.835587,2.334006
1,91,1,2025-01-01T12:01:31,2025-01-01T13:01:31,48.835389,2.333841
1,92,1,2025-01-01T12:01:32,2025-01-01T13:01:32,48.835191,2.333677
1,93,1,2025-01-01T12:01:33,2025-01-01T13:01:33,48.834993,2.333513
1,94,1,2025-01-01T12:01:34,2025-01-01T13:01:34,48.834795,2.333349
1,95,1,2025-01-01T12:01:35,2025-01-01T13:01:35,48.834597,2.333185
1,96,1,2025-01-01T12:01:36,2025-01-01T13:01:36,48.834399,2.33302
1,97,1,2025-01-01T12:01:37,2025-01-01T13:01:37,48.834201,2.332856
1,98,1,2025-01-01T12:01:38,2025-01-01T13:01:38,48.834004,2.332692
1,99,1,2025-01-01T12:01:39,2025-01-01T13:01:39,48.833806,2.332528
